,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
8220,-51.0,-25.0,-52.0,-25.0,-52.0,-24.0,-51.0,-24.0,-51.0,-25.0,2.5231626505653066,0.001243558692173027,0.0,31832.63556011399,Brazil
8221,-50.0,-25.0,-51.0,-25.0,-51.0,-24.0,-50.0,-24.0,-50.0,-25.0,84.57249402999878,0.017173418338348005,502342.0,36237.54698526331,Brazil
8222,-49.0,-25.0,-50.0,-25.0,-50.0,-24.0,-49.0,-24.0,-49.0,-25.0,27.496113379796345,0.018129552934989683,0.0,59444.17197963323,Brazil
8223,-48.0,-25.0,-49.0,-25.0,-49.0,-24.0,-48.0,-24.0,-48.0,-25.0,61.30704681078593,0.004185812689429575,125589.0,6303.69834071063,Brazil
8224,-47.0,-25.0,-48.0,-25.0,-48.0,-24.0,-47.0,-24.0,-47.0,-25.0,96.77387475967407,0.004472317534505419,142564.0,7.038019644133761,Brazil
8225,-46.0,-25.0,-47.0,-25.0,-47.0,-24.0,-46.0,-24.0,-46.0,-25.0,98.21011026700339,5.728095795629081e-05,1825.0,0.7443482059203634,Brazil
8228,25.0,-25.0,24.0,-25.0,24.0,-24.0,25.0,-24.0,25.0,-25.0,3.9363886155151376e-16,0.0011994758149478386,38237.0,0.6400574303797669,Botswana
8229,26.0,-25.0,25.0,-25.0,25.0,-24.0,26.0,-24.0,26.0,-25.0,0.02123497057861338,0.012763039812727365,406843.0,23.68304676221714,Botswana
8230,27.0,-25.0,26.0,-25.0,26.0,-24.0,27.0,-24.0,27.0,-25.0,7.434135675430298,0.005091223743384279,161609.0,556.5594129861496,South Africa
8231,28.0,-25.0,27.0,-25.0,27.0,-24.0,28.0,-24.0,28.0,-25.0,15.671637654304504,0.008200080336437682,258537.0,2306.969793705236,South Africa
8232,29.0,-25.0,28.0,-25.0,28.0,-24.0,29.0,-24.0,29.0,-25.0,4.989696914951006,0.01931956489126665,598977.0,13578.63247115767,South Africa
8233,30.0,-25.0,29.0,-25.0,29.0,-24.0,30.0,-24.0,30.0,-25.0,4.4444749752680455,0.027445945803401064,865770.0,7370.3138430225235,South Africa
8234,31.0,-25.0,30.0,-25.0,30.0,-24.0,31.0,-24.0,31.0,-25.0,6.124187633395195,0.01369353819906719,435951.0,469.5917500111638,South Africa
8235,32.0,-25.0,31.0,-25.0,31.0,-24.0,32.0,-24.0,32.0,-25.0,41.514019171396896,0.02428946308993296,774320.0,2.778071968109924,South Africa
8236,33.0,-25.0,32.0,-25.0,32.0,-24.0,33.0,-24.0,33.0,-25.0,11.379417528708775,0.008974260552217103,285559.0,426.698971376205,Mozambique
8237,34.0,-25.0,33.0,-25.0,33.0,-24.0,34.0,-24.0,34.0,-25.0,16.67561580737432,0.028975666544440424,921103.0,2096.7459299590378,Mozambique
8238,35.0,-25.0,34.0,-25.0,34.0,-24.0,35.0,-24.0,35.0,-25.0,1.0831820157667003,0.008562489969802493,271286.0,1346.8920527658117,Mozambique
8239,36.0,-25.0,35.0,-25.0,35.0,-24.0,36.0,-24.0,36.0,-25.0,0.5467801898096998,0.0014521682658457328,45831.0,371.06145340116467,Mozambique
8240,44.0,-25.0,43.0,-25.0,43.0,-24.0,44.0,-24.0,44.0,-25.0,41.02756480375926,0.00046212113923989914,0.0,184.51001241823982,Madagascar
8241,45.0,-25.0,44.0,-25.0,44.0,-24.0,45.0,-24.0,45.0,-25.0,11.16010497013728,0.006127248303951982,195048.0,226.6238245088192,Madagascar
8242,46.0,-25.0,45.0,-25.0,45.0,-24.0,46.0,-24.0,46.0,-25.0,1.9865477768083413,0.01280982319525564,408360.0,3.082472796438919,Madagascar
8243,47.0,-25.0,46.0,-25.0,46.0,-24.0,47.0,-24.0,47.0,-25.0,6.213965018590292,0.011835394215189435,377253.0,37.95920546503706,Madagascar
8244,48.0,-25.0,47.0,-25.0,47.0,-24.0,48.0,-24.0,48.0,-25.0,7.426564829424617e-14,0.002527240264186861,80563.0,1.7268482145666364,Madagascar
8245,148.0,-25.0,147.0,-25.0,147.0,-24.0,148.0,-24.0,148.0,-25.0,74.58170851071677,8.93193877547576e-06,277.0,5.760801577735635,Australia
8246,149.0,-25.0,148.0,-25.0,148.0,-24.0,149.0,-24.0,149.0,-25.0,24.344144761562347,2.9277115199285333e-05,0.0,247.8030008981739,Australia
8247,150.0,-25.0,149.0,-25.0,149.0,-24.0,150.0,-24.0,150.0,-25.0,12.293882419665653,8.182994926179737e-05,2601.0,5.843688244535828,Australia
8248,151.0,-25.0,150.0,-25.0,150.0,-24.0,151.0,-24.0,151.0,-25.0,11.388384054104488,0.0002827562162078818,9006.0,5.878273512719351,Australia
8249,152.0,-25.0,151.0,-25.0,151.0,-24.0,152.0,-24.0,152.0,-25.0,0.07933027809485793,0.0002833011240357795,9027.0,3.2325513240380364,Australia
8250,153.0,-25.0,152.0,-25.0,152.0,-24.0,153.0,-24.0,153.0,-25.0,6.064527233441671,0.005355314678471987,170653.0,54.888768021474306,Australia
8253,-66.0,-26.0,-67.0,-26.0,-67.0,-25.0,-66.0,-25.0,-66.0,-26.0,100.00000198682149,0.0005910313263981072,18841.0,-0.12255968431468105,Argentina
8254,-65.0,-26.0,-66.0,-26.0,-66.0,-25.0,-65.0,-25.0,-65.0,-26.0,5.52434865385294,0.002006609071873064,0.0,13734.2269556383,Argentina
8255,-64.0,-26.0,-65.0,-26.0,-65.0,-25.0,-64.0,-25.0,-64.0,-26.0,2.489965657393138,0.0024758619250292596,0.0,63377.153690187646,Argentina
8256,-63.0,-26.0,-64.0,-26.0,-64.0,-25.0,-63.0,-25.0,-63.0,-26.0,1.0585003532469273,0.0007679164486533233,0.0,19657.137700419058,Argentina
8257,-62.0,-26.0,-63.0,-26.0,-63.0,-25.0,-62.0,-25.0,-62.0,-26.0,95.0622538725535,0.0007310653574265054,23286.0,15.567973117824554,Argentina
8258,-61.0,-26.0,-62.0,-26.0,-62.0,-25.0,-61.0,-25.0,-61.0,-26.0,71.71123822530112,0.0007439810238842916,23690.0,21.51827687100875,Argentina
8259,-60.0,-26.0,-61.0,-26.0,-61.0,-25.0,-60.0,-25.0,-60.0,-26.0,20.852712790171303,0.0016182727748678056,46033.0,4460.894363390136,Argentina
8260,-59.0,-26.0,-60.0,-26.0,-60.0,-25.0,-59.0,-25.0,-59.0,-26.0,0.008363585160016857,0.0023066759715487995,72717.0,656.2885449241924,Argentina
8261,-58.0,-26.0,-59.0,-26.0,-59.0,-25.0,-58.0,-25.0,-58.0,-26.0,3.1609765564401946,0.00840615395397713,267879.0,80.63361150010208,Argentina
8262,-57.0,-26.0,-58.0,-26.0,-58.0,-25.0,-57.0,-25.0,-57.0,-26.0,3.6379547168811164,0.02961746675366402,939369.0,3858.6785370283346,Paraguay
8263,-56.0,-26.0,-57.0,-26.0,-57.0,-25.0,-56.0,-25.0,-56.0,-26.0,0.291535193779661,0.017372201654613104,514462.0,31593.755005140596,Paraguay
8264,-55.0,-26.0,-56.0,-26.0,-56.0,-25.0,-55.0,-25.0,-55.0,-26.0,6.931443264087041,0.008786430931048798,0.0,224915.2013994954,Paraguay
8265,-54.0,-26.0,-55.0,-26.0,-55.0,-25.0,-54.0,-25.0,-54.0,-26.0,22.15610295534134,0.036345368884392354,0.0,163790.65511401033,Paraguay
8266,-53.0,-26.0,-54.0,-26.0,-54.0,-25.0,-53.0,-25.0,-53.0,-26.0,4.932105913758278,0.01379182157138024,398112.0,33369.074153426096,Brazil
8267,-52.0,-26.0,-53.0,-26.0,-53.0,-25.0,-52.0,-25.0,-52.0,-26.0,6.871337443590164,0.012067820209029478,0.0,36893.98803975716,Brazil
8268,-51.0,-26.0,-52.0,-26.0,-52.0,-25.0,-51.0,-25.0,-51.0,-26.0,51.829047997792564,0.0021241003255790068,0.0,54372.754565466086,Brazil
8269,-50.0,-26.0,-51.0,-26.0,-51.0,-25.0,-50.0,-25.0,-50.0,-26.0,82.32844471931458,0.0027120691268682257,0.0,69423.58947173893,Brazil
8270,-49.0,-26.0,-50.0,-26.0,-50.0,-25.0,-49.0,-25.0,-49.0,-26.0,84.47734316190085,0.09421083723426735,2978524.0,19931.801262214878,Brazil
8271,23.0,-26.0,22.0,-26.0,22.0,-25.0,23.0,-25.0,23.0,-26.0,5.0963551554365185e-15,0.00024049708727833226,7666.0,0.12195039891712073,Botswana
8272,24.0,-26.0,23.0,-26.0,23.0,-25.0,24.0,-25.0,24.0,-26.0,3.226090022647969e-18,0.0012936355326299718,39966.0,1022.7373019626781,South Africa
8273,25.0,-26.0,24.0,-26.0,24.0,-25.0,25.0,-25.0,25.0,-26.0,0.0,0.002170011302078784,67685.0,1198.1851180944273,Botswana
8274,26.0,-26.0,25.0,-26.0,25.0,-25.0,26.0,-25.0,26.0,-26.0,4.8900044833620395,0.01752417642008293,554592.0,3260.4188061905083,Botswana
8275,27.0,-26.0,26.0,-26.0,26.0,-25.0,27.0,-25.0,27.0,-26.0,4.57393346975247,0.007646984504053068,242091.0,1354.0289162532517,South Africa
8276,28.0,-26.0,27.0,-26.0,27.0,-25.0,28.0,-25.0,28.0,-26.0,13.264493644237518,0.12512684496389967,3984249.0,3748.6340629708775,South Africa
8277,29.0,-26.0,28.0,-26.0,28.0,-25.0,29.0,-25.0,29.0,-26.0,2.5578005860249204,0.23315518260498286,7306833.0,101110.26316694387,South Africa
8278,30.0,-26.0,29.0,-26.0,29.0,-25.0,30.0,-25.0,30.0,-26.0,3.019452467560768,0.021891017513525513,0.0,33990.90239134567,South Africa
8279,31.0,-26.0,30.0,-26.0,30.0,-25.0,31.0,-25.0,31.0,-26.0,3.1016702453295393,0.008897476178108564,282716.0,743.6260644779195,South Africa
8280,32.0,-26.0,31.0,-26.0,31.0,-25.0,32.0,-25.0,32.0,-26.0,6.878934676448504,0.031907560428025304,1016082.0,882.0583768988877,South Africa
8281,33.0,-26.0,32.0,-26.0,32.0,-25.0,33.0,-25.0,33.0,-26.0,10.68655401468277,0.07750044949663763,2470160.0,382.30550190208294,Mozambique
8282,34.0,-26.0,33.0,-26.0,33.0,-25.0,34.0,-25.0,34.0,-26.0,11.674346526463825,4.720840096446574e-06,0.0,120.84414131283148,Mozambique
8283,45.0,-26.0,44.0,-26.0,44.0,-25.0,45.0,-25.0,45.0,-26.0,1.1769620391229787,4.1754308887267097e-05,0.0,1068.8274757263055,Madagascar
8284,46.0,-26.0,45.0,-26.0,45.0,-25.0,46.0,-25.0,46.0,-26.0,0.04471666191723973,0.0017014983046770577,0.0,555.5763319732445,Madagascar
8285,149.0,-26.0,148.0,-26.0,148.0,-25.0,149.0,-25.0,149.0,-26.0,10.698146373033524,3.2298026235632456e-05,1027.0,1.367306548622222,Australia
8286,150.0,-26.0,149.0,-26.0,149.0,-25.0,150.0,-25.0,150.0,-26.0,15.099902947743734,5.9133034795355485e-05,1845.0,31.65365811715895,Australia
8287,151.0,-26.0,150.0,-26.0,150.0,-25.0,151.0,-25.0,151.0,-26.0,12.153007524708908,2.4881107423802978e-05,790.0,2.461103248746174,Australia
8288,152.0,-26.0,151.0,-26.0,151.0,-25.0,152.0,-25.0,152.0,-26.0,0.18957757856696844,0.0004482587243197754,14279.0,8.730040291319469,Australia
8289,153.0,-26.0,152.0,-26.0,152.0,-25.0,153.0,-25.0,153.0,-26.0,5.021946877241135,0.0027256101075374657,86861.0,22.437145008543357,Australia
8292,-66.0,-27.0,-67.0,-27.0,-67.0,-26.0,-66.0,-26.0,-66.0,-27.0,99.99976952870688,0.0013944562861614605,44453.0,0.09429770308398931,Argentina
8293,-65.0,-27.0,-66.0,-27.0,-66.0,-26.0,-65.0,-26.0,-65.0,-27.0,82.27329850196838,0.03555343899032985,1121651.0,9440.162138991009,Argentina
8294,-64.0,-27.0,-65.0,-27.0,-65.0,-26.0,-64.0,-26.0,-64.0,-27.0,32.39307006200154,0.005580088625271554,0.0,142839.19908196165,Argentina
8295,-63.0,-27.0,-64.0,-27.0,-64.0,-26.0,-63.0,-26.0,-63.0,-27.0,76.55584812164307,0.0009198843427820325,29268.0,45.081922701743224,Argentina
8296,-62.0,-27.0,-63.0,-27.0,-63.0,-26.0,-62.0,-26.0,-62.0,-27.0,17.070302863915764,0.0002980332087019515,0.0,7629.058907418727,Argentina
8297,-61.0,-27.0,-62.0,-27.0,-62.0,-26.0,-61.0,-26.0,-61.0,-27.0,2.183859857420127,0.0031476896693994247,0.0,80574.61118078534,Argentina
8298,-60.0,-27.0,-61.0,-27.0,-61.0,-26.0,-60.0,-26.0,-60.0,-27.0,0.5212480590368311,0.0023319697162897134,0.0,59693.79859840522,Argentina
8299,-59.0,-27.0,-60.0,-27.0,-60.0,-26.0,-59.0,-26.0,-59.0,-27.0,2.0011351133386297,0.0030189264391140597,0.0,3327.734390076333,Argentina
8300,-58.0,-27.0,-59.0,-27.0,-59.0,-26.0,-58.0,-26.0,-58.0,-27.0,7.3113445192575455,0.0036440878831745997,116018.0,121.77308084625162,Argentina
8301,-57.0,-27.0,-58.0,-27.0,-58.0,-26.0,-57.0,-26.0,-57.0,-27.0,0.8026798876623312,0.002549955838651328,79709.0,1269.273115025304,Paraguay
8302,-56.0,-27.0,-57.0,-27.0,-57.0,-26.0,-56.0,-26.0,-56.0,-27.0,0.281148764770478,0.0060815580271020905,191008.0,2300.884322595609,Paraguay
8303,-55.0,-27.0,-56.0,-27.0,-56.0,-26.0,-55.0,-26.0,-55.0,-27.0,25.157353778680164,0.021093952622908682,0.0,539963.3411704982,Paraguay
8304,-54.0,-27.0,-55.0,-27.0,-55.0,-26.0,-54.0,-26.0,-54.0,-27.0,36.34049197038014,0.010618366957410766,0.0,64512.93089625913,Argentina
8305,-53.0,-27.0,-54.0,-27.0,-54.0,-26.0,-53.0,-26.0,-53.0,-27.0,1.8111757313211758,0.012493955287591023,382278.0,12861.020384570493,Brazil
8306,-52.0,-27.0,-53.0,-27.0,-53.0,-26.0,-52.0,-26.0,-52.0,-27.0,18.927119175593056,0.0036345883844142533,0.0,93038.25238027792,Brazil
8307,-51.0,-27.0,-52.0,-27.0,-52.0,-26.0,-51.0,-26.0,-51.0,-27.0,75.09119908014932,0.009898481608707725,313863.0,1357.0602319025404,Brazil
8308,-50.0,-27.0,-51.0,-27.0,-51.0,-26.0,-50.0,-26.0,-50.0,-27.0,78.45773498217264,0.007445238755496347,226445.0,8753.125700859906,Brazil
8309,-49.0,-27.0,-50.0,-27.0,-50.0,-26.0,-49.0,-26.0,-49.0,-27.0,99.42135016123453,0.02778506069128312,882995.0,2219.5975563105726,Brazil
8310,-48.0,-27.0,-49.0,-27.0,-49.0,-26.0,-48.0,-26.0,-48.0,-27.0,94.0777619679769,0.03170642016718793,1010766.0,2.029214180400914,Brazil
8312,23.0,-27.0,22.0,-27.0,22.0,-26.0,23.0,-26.0,23.0,-27.0,6.4488474279642105,0.0002463888345258543,7854.0,0.07076575076034496,South Africa
8313,24.0,-27.0,23.0,-27.0,23.0,-26.0,24.0,-26.0,24.0,-27.0,0.004858452825828863,0.0035758084731037443,107959.0,4845.113818420819,South Africa
8314,25.0,-27.0,24.0,-27.0,24.0,-26.0,25.0,-26.0,25.0,-27.0,0.0009249483582607354,0.005059816671343721,0.0,23672.242119957045,South Africa
8315,26.0,-27.0,25.0,-27.0,25.0,-26.0,26.0,-26.0,26.0,-27.0,0.33246661914745346,0.000615416470504442,0.0,15753.440787766029,South Africa
8316,27.0,-27.0,26.0,-27.0,26.0,-26.0,27.0,-26.0,27.0,-27.0,1.42777847747008,0.016022230106904053,0.0,19896.914315084032,South Africa
8317,28.0,-27.0,27.0,-27.0,27.0,-26.0,28.0,-26.0,28.0,-27.0,3.8486293206612268,0.056199255542617566,1646941.0,116137.88445421732,South Africa
8318,29.0,-27.0,28.0,-27.0,28.0,-26.0,29.0,-26.0,29.0,-27.0,3.9671034862597785,0.030538732830056026,0.0,188009.5449655598,South Africa
8319,30.0,-27.0,29.0,-27.0,29.0,-26.0,30.0,-26.0,30.0,-27.0,0.6276044063270092,0.01790113217663295,0.0,55096.15673277926,South Africa
8320,31.0,-27.0,30.0,-27.0,30.0,-26.0,31.0,-26.0,31.0,-27.0,8.706422646840412,0.008711898856881561,272055.0,4554.026034568175,South Africa
8321,32.0,-27.0,31.0,-27.0,31.0,-26.0,32.0,-26.0,32.0,-27.0,3.700047234694163,0.0229650815313667,730481.0,1302.581478793553,Swaziland
8322,33.0,-27.0,32.0,-27.0,32.0,-26.0,33.0,-26.0,33.0,-27.0,4.320252810915312,0.008496793261747628,270563.0,245.48622035382903,Mozambique
8323,148.0,-27.0,147.0,-27.0,147.0,-26.0,148.0,-26.0,148.0,-27.0,2.946814443753284e-15,4.706554172713422e-05,1494.0,4.893142151328688,Australia
8324,149.0,-27.0,148.0,-27.0,148.0,-26.0,149.0,-26.0,149.0,-27.0,4.906911626629813e-14,0.00025965441472559924,8277.0,2.8363572943731185e-05,Australia
8325,150.0,-27.0,149.0,-27.0,149.0,-26.0,150.0,-26.0,150.0,-27.0,4.568346028399967e-15,0.00011102474919161418,0.0,844.7025184421823,Australia
8326,151.0,-27.0,150.0,-27.0,150.0,-26.0,151.0,-26.0,151.0,-27.0,0.00030154322416819923,0.0003943119507821077,12400.0,136.07651077455787,Australia
8327,152.0,-27.0,151.0,-27.0,151.0,-26.0,152.0,-26.0,152.0,-27.0,0.7345222984440625,0.001242094998933682,39414.0,146.18267353918816,Australia
8328,153.0,-27.0,152.0,-27.0,152.0,-26.0,153.0,-26.0,153.0,-27.0,30.020059148470562,0.009732635242649024,310265.0,0.5230589552495201,Australia
8332,-66.0,-28.0,-67.0,-28.0,-67.0,-27.0,-66.0,-27.0,-66.0,-28.0,63.12820911407471,0.0009384951519620324,29868.0,40.02014650664641,Argentina
8333,-65.0,-28.0,-66.0,-28.0,-66.0,-27.0,-65.0,-27.0,-65.0,-28.0,37.299157182375595,0.0023254769534602287,0.0,59527.59675024951,Argentina
8334,-64.0,-28.0,-65.0,-28.0,-65.0,-27.0,-64.0,-27.0,-64.0,-28.0,30.29658794403076,0.025014543535551846,0.0,299374.31337410794,Argentina
8335,-63.0,-28.0,-64.0,-28.0,-64.0,-27.0,-63.0,-27.0,-63.0,-28.0,11.505248894294102,0.033827408364023086,0.0,801167.0828862553,Argentina
8336,-62.0,-28.0,-63.0,-28.0,-63.0,-27.0,-62.0,-27.0,-62.0,-28.0,8.2448514799277,0.001474358583090008,0.0,37740.654909032724,Argentina
8337,-61.0,-28.0,-62.0,-28.0,-62.0,-27.0,-61.0,-27.0,-61.0,-28.0,4.5784806211789455,0.012927019284799755,0.0,330906.0491970252,Argentina
8338,-60.0,-28.0,-61.0,-28.0,-61.0,-27.0,-60.0,-27.0,-60.0,-28.0,6.644994243742985e-05,0.003291962518923404,0.0,84267.70992153781,Argentina
8339,-59.0,-28.0,-60.0,-28.0,-60.0,-27.0,-59.0,-27.0,-59.0,-28.0,23.455441991488136,0.010923297855580598,347540.0,548.729745139424,Argentina
8340,-58.0,-28.0,-59.0,-28.0,-59.0,-27.0,-58.0,-27.0,-58.0,-28.0,8.71833438674609,0.019279426447731854,614337.0,218.13349892434502,Argentina
8341,-57.0,-28.0,-58.0,-28.0,-58.0,-27.0,-57.0,-27.0,-57.0,-28.0,30.460795760154724,0.001585822819664543,50284.0,216.95251940103964,Argentina
8342,-56.0,-28.0,-57.0,-28.0,-57.0,-27.0,-56.0,-27.0,-56.0,-28.0,1.1951175207893052,0.00273416163734181,82833.0,3476.2597453001686,Argentina
8343,-55.0,-28.0,-56.0,-28.0,-56.0,-27.0,-55.0,-27.0,-55.0,-28.0,0.2992335551728805,0.019341836649734823,576532.0,32171.806940922823,Argentina
8344,-54.0,-28.0,-55.0,-28.0,-55.0,-27.0,-54.0,-27.0,-54.0,-28.0,13.116909066836039,0.00378822917025944,0.0,96971.15170683326,Brazil
8345,-53.0,-28.0,-54.0,-28.0,-54.0,-27.0,-53.0,-27.0,-53.0,-28.0,57.26114710172018,0.00920306487087789,0.0,235580.20374480376,Brazil
8346,-52.0,-28.0,-53.0,-28.0,-53.0,-27.0,-52.0,-27.0,-52.0,-28.0,46.71718577543895,0.006916835155274032,0.0,177057.25842539247,Brazil
8347,-51.0,-28.0,-52.0,-28.0,-52.0,-27.0,-51.0,-27.0,-51.0,-28.0,19.32712892691294,0.0016894377591315948,0.0,43246.25514374108,Brazil
8348,-50.0,-28.0,-51.0,-28.0,-51.0,-27.0,-50.0,-27.0,-50.0,-28.0,49.769695599873856,0.007177872241773469,226957.0,1498.4648587389015,Brazil
8349,-49.0,-28.0,-50.0,-28.0,-50.0,-27.0,-49.0,-27.0,-49.0,-28.0,24.574796855449677,0.00680976370551359,216737.0,282.0149996146881,Brazil
8350,-48.0,-28.0,-49.0,-28.0,-49.0,-27.0,-48.0,-27.0,-48.0,-28.0,54.88245487213135,0.03527086335326356,1124322.0,61.84102152803354,Brazil
8353,23.0,-28.0,22.0,-28.0,22.0,-27.0,23.0,-27.0,23.0,-28.0,99.99909798304239,0.0007095712570482968,22618.0,0.0,South Africa
8354,24.0,-28.0,23.0,-28.0,23.0,-27.0,24.0,-27.0,24.0,-28.0,10.771687825520832,0.004112724927419093,131105.0,2.9373893795885575,South Africa
8355,25.0,-28.0,24.0,-28.0,24.0,-27.0,25.0,-27.0,25.0,-28.0,0.08499694328444699,0.007912628603484044,249289.0,2374.507320742286,South Africa
8356,26.0,-28.0,25.0,-28.0,25.0,-27.0,26.0,-27.0,26.0,-28.0,7.238531609376271,0.0010146768471521062,0.0,25973.714381133796,South Africa
8357,27.0,-28.0,26.0,-28.0,26.0,-27.0,27.0,-27.0,27.0,-28.0,2.5115813439091044,0.00027103481255271925,0.0,6937.953525151403,South Africa
8358,28.0,-28.0,27.0,-28.0,27.0,-27.0,28.0,-27.0,28.0,-28.0,2.725907787680626,0.002641439373456697,0.0,67615.60789901466,South Africa
8359,29.0,-28.0,28.0,-28.0,28.0,-27.0,29.0,-27.0,29.0,-28.0,2.439102406303088,0.002554159043703375,0.0,65381.404603190254,South Africa
8360,30.0,-28.0,29.0,-28.0,29.0,-27.0,30.0,-27.0,30.0,-28.0,1.2542834039777517,0.006246920497460003,0.0,13766.978773593171,South Africa
8361,31.0,-28.0,30.0,-28.0,30.0,-27.0,31.0,-27.0,31.0,-28.0,4.809744159380594,0.026233796409375915,832610.0,2968.1747179127524,South Africa
8362,32.0,-28.0,31.0,-28.0,31.0,-27.0,32.0,-27.0,32.0,-28.0,1.0971015008787313,0.01703044512993495,539798.0,2501.582444158165,South Africa
8363,33.0,-28.0,32.0,-28.0,32.0,-27.0,33.0,-27.0,33.0,-28.0,12.028223524490993,0.008854171739804401,280229.0,1632.2160678294435,South Africa
8364,114.0,-28.0,113.0,-28.0,113.0,-27.0,114.0,-27.0,114.0,-28.0,77.145254611969,4.517558324809093e-08,0.0,0.3624657247594837,Australia
8365,115.0,-28.0,114.0,-28.0,114.0,-27.0,115.0,-27.0,115.0,-28.0,4.28276484211286,0.0005103006945753625,0.0,13062.685451625113,Australia
8366,116.0,-28.0,115.0,-28.0,115.0,-27.0,116.0,-27.0,116.0,-28.0,1.8110347035447167e-14,1.067157932183981e-05,0.0,28.361032570623756,Australia
8367,148.0,-28.0,147.0,-28.0,147.0,-27.0,148.0,-27.0,148.0,-28.0,2.945328979022918e-16,1.0698319477290266e-05,340.0,0.1207319284594754,Australia
8368,149.0,-28.0,148.0,-28.0,148.0,-27.0,149.0,-27.0,149.0,-28.0,2.342424790064494,0.00010289577046383055,3280.0,0.005703160237417533,Australia
8369,150.0,-28.0,149.0,-28.0,149.0,-27.0,150.0,-27.0,150.0,-28.0,2.7388561505966855e-16,1.4686210145787563e-05,0.0,375.9378453727672,Australia
8370,151.0,-28.0,150.0,-28.0,150.0,-27.0,151.0,-27.0,151.0,-28.0,1.9697867655429002e-14,4.548090670501509e-05,0.0,1164.2209870725173,Australia
8371,152.0,-28.0,151.0,-28.0,151.0,-27.0,152.0,-27.0,152.0,-28.0,0.17702125866586965,0.005049082275172301,0.0,11517.004877780215,Australia
8372,153.0,-28.0,152.0,-28.0,152.0,-27.0,153.0,-27.0,153.0,-28.0,0.6574680252621572,0.01905836031434309,605469.0,1679.403639771488,Australia
8373,154.0,-28.0,153.0,-28.0,153.0,-27.0,154.0,-27.0,154.0,-28.0,0.7579687827577193,0.05568714918467917,1775131.0,95.38751106785284,Australia
8374,-70.0,-29.0,-71.0,-29.0,-71.0,-28.0,-70.0,-28.0,-70.0,-29.0,99.9999980131785,0.0011380762706551062,0.0,0.0,Chile
8378,-66.0,-29.0,-67.0,-29.0,-67.0,-28.0,-66.0,-28.0,-66.0,-29.0,99.34587478637695,0.002720487090216425,86701.0,19.993532694133858,Argentina
8379,-65.0,-29.0,-66.0,-29.0,-66.0,-28.0,-65.0,-28.0,-65.0,-29.0,33.737463379899665,0.006466970923003796,192582.0,10902.88344475416,Argentina
8380,-64.0,-29.0,-65.0,-29.0,-65.0,-28.0,-64.0,-28.0,-64.0,-29.0,64.84073797861734,0.002020362823415878,0.0,10989.314392462473,Argentina
8381,-63.0,-29.0,-64.0,-29.0,-64.0,-28.0,-63.0,-28.0,-63.0,-29.0,57.99607435862223,0.004513305069525423,0.0,82389.55272667964,Argentina
8382,-62.0,-29.0,-63.0,-29.0,-63.0,-28.0,-62.0,-28.0,-62.0,-29.0,8.655029411117237,0.0038289629429178046,0.0,98013.8554796294,Argentina
8383,-61.0,-29.0,-62.0,-29.0,-62.0,-28.0,-61.0,-28.0,-61.0,-29.0,0.24715299562861523,0.002682360856337403,0.0,68663.11668112504,Argentina
8384,-60.0,-29.0,-61.0,-29.0,-61.0,-28.0,-60.0,-28.0,-60.0,-29.0,0.8586483386655649,0.000977377275984057,29472.0,1353.2907053971114,Argentina
8385,-59.0,-29.0,-60.0,-29.0,-60.0,-28.0,-59.0,-28.0,-59.0,-29.0,10.816076397895813,0.001354624924280024,0.0,34675.7107699531,Argentina
8386,-58.0,-29.0,-59.0,-29.0,-59.0,-28.0,-58.0,-28.0,-58.0,-29.0,1.4709743671119213,0.003273791354429179,0.0,6067.791379522935,Argentina
8387,-57.0,-29.0,-58.0,-29.0,-58.0,-28.0,-57.0,-28.0,-57.0,-29.0,6.718612213929494,0.0013826726471580528,43894.0,147.27529521158834,Argentina
8388,-56.0,-29.0,-57.0,-29.0,-57.0,-28.0,-56.0,-28.0,-56.0,-29.0,7.24324310819308,0.0037784213786731693,117543.0,2335.356063622936,Argentina
8389,-55.0,-29.0,-56.0,-29.0,-56.0,-28.0,-55.0,-28.0,-55.0,-29.0,1.0436748775343099,0.0006021730564976074,0.0,15414.435661345651,Brazil
8390,-54.0,-29.0,-55.0,-29.0,-55.0,-28.0,-54.0,-28.0,-54.0,-29.0,11.331712702910107,0.00947290855080337,0.0,242487.66663765503,Brazil
8391,-53.0,-29.0,-54.0,-29.0,-54.0,-28.0,-53.0,-28.0,-53.0,-29.0,38.25596372286479,0.027016327433584543,0.0,691564.3875748385,Brazil
8392,-52.0,-29.0,-53.0,-29.0,-53.0,-28.0,-52.0,-28.0,-52.0,-29.0,43.02473962306976,0.017204961461526,0.0,440412.88238155784,Brazil
8393,-51.0,-29.0,-52.0,-29.0,-52.0,-28.0,-51.0,-28.0,-51.0,-29.0,32.03528722127278,0.03247449402420727,948392.0,69747.72104995273,Brazil
8394,-50.0,-29.0,-51.0,-29.0,-51.0,-28.0,-50.0,-28.0,-50.0,-29.0,32.14360773563385,0.004738333021544719,136111.0,11998.175883212616,Brazil
8395,-49.0,-29.0,-50.0,-29.0,-50.0,-28.0,-49.0,-28.0,-49.0,-29.0,29.860277970631916,0.022657800986664145,720730.0,1266.913653024974,Brazil
